,Unnamed: 0,index,Unnamed: 0.1,posts,Mach,LSRP12,LSRP2,NRSM,languages,clean_msg,msg_lower
132,180,254,254,Check mate flat Earth guys 😂,73.0,3.0,2.1,13.0,en,Check mate flat Earth guys 😂,check mate flat earth guys 😂
133,182,256,256,"And you cant fight the tears that aint coming
Or the moment of truth in your lies
When everything feels like the movies
Yeah you bleed just to know youre alive",73.0,3.0,2.1,13.0,en,"And you cant fight the tears that aint coming
Or the moment of truth in your lies
When everything feels like the movies
Yeah you bleed just to know youre alive","and you cant fight the tears that aint coming
or the moment of truth in your lies
when everything feels like the movies
yeah you bleed just to know youre alive"
134,183,257,257,"The guy who did this must do it with something like Frozen 😂
Hilarious 🐸",73.0,3.0,2.1,13.0,en,"The guy who did this must do it with something like Frozen 😂
Hilarious 🐸","the guy who did this must do it with something like frozen 😂
hilarious 🐸"
135,185,259,259,That smirk says it all,73.0,3.0,2.1,13.0,en,That smirk says it all,that smirk says it all
136,187,261,261,"A world cup full of accidents
A final full of obviousness
Croatia is the team that deserved THE RUSSIA WC ❤
Heads high well done Croats
Congratulations France 👌",73.0,3.0,2.1,13.0,en,"A world cup full of accidents
A final full of obviousness
Croatia is the team that deserved THE RUSSIA WC ❤
Heads high well done Croats
Congratulations France 👌","a world cup full of accidents
a final full of obviousness
croatia is the team that deserved the russia wc ❤
heads high well done croats
congratulations france 👌"
137,188,262,262,Ashfaqur Rahman Nihals click ❤,73.0,3.0,2.1,13.0,en,Ashfaqur Rahman Nihals click ❤,ashfaqur rahman nihals click ❤
138,189,263,263,"Damn ❤
Pure and utter perfection 👌",73.0,3.0,2.1,13.0,en,"Damn ❤
Pure and utter perfection 👌","damn ❤
pure and utter perfection 👌"
139,190,264,264,"Hello everyone
This is me Poltu Mia
And in case if you want to follow me this is what I look from behind 😌",73.0,3.0,2.1,13.0,en,"Hello everyone
This is me Poltu Mia
And in case if you want to follow me this is what I look from behind 😌","hello everyone
this is me poltu mia
and in case if you want to follow me this is what i look from behind 😌"
140,191,265,265,"And when Im gone
Wholl break your fall
Who will you blame
I cant go on 
Let you lose it all
More than I can take
Wholl ease your pain
Ease your pain",73.0,3.0,2.1,13.0,en,"And when Im gone
Wholl break your fall
Who will you blame
I cant go on 
Let you lose it all
More than I can take
Wholl ease your pain
Ease your pain","and when im gone
wholl break your fall
who will you blame
i cant go on 
let you lose it all
more than i can take
wholl ease your pain
ease your pain"
141,192,266,266,"Its COMING home
The plane which will carry England
IT IS COMING HOME 😂",73.0,3.0,2.1,13.0,en,"Its COMING home
The plane which will carry England
IT IS COMING HOME 😂","its coming home
the plane which will carry england
it is coming home 😂"
142,193,267,267,"And its that time of the year
Happy depression 😂",73.0,3.0,2.1,13.0,en,"And its that time of the year
Happy depression 😂","and its that time of the year
happy depression 😂"
143,194,268,268,Sorry not sorry ,73.0,3.0,2.1,13.0,en,Sorry not sorry ,sorry not sorry 
144,195,269,269,"And when the lights go down
I see things I can’t explain
Calling out my name
The lights go down
Holding every memory close
Tonight is for our ghosts 
😍 
Post Traumatic ❤
MikeShinoda",73.0,3.0,2.1,13.0,en,"And when the lights go down
I see things I can’t explain
Calling out my name
The lights go down
Holding every memory close
Tonight is for our ghosts 
😍 
Post Traumatic ❤
MikeShinoda","and when the lights go down
i see things i can’t explain
calling out my name
the lights go down
holding every memory close
tonight is for our ghosts 
😍 
post traumatic ❤
mikeshinoda"
145,197,271,271,Beauty of the game 3,73.0,3.0,2.1,13.0,en,Beauty of the game 3,beauty of the game 3
146,199,276,276,You really cant get enough of this view ❤,73.0,3.0,2.1,13.0,en,You really cant get enough of this view ❤,you really cant get enough of this view ❤
147,200,278,278,"It hurts
Hurts bad enough that even though theyll never know someone is supporting them from this country that person was in tears after the elimination
Still I supported Germany
And all the fans out there of Brazil and Argentina and the others good luck 
Will be rooting for them again in 2022 and till death
Oh one thing I forgot to mention I saw Germany win the WC when I was alive at least I will be there to tell the glory of 2014 and the bitter truth of 2018
How many do really get the chance to see the team theyre supporting win the cup
I did And still proud of that no matter the shits you say you cant take away our glory of winning those 4 cups
Ill be there watching it all just let me be at my own for today
ADIOS for now
DieMannschaft
A bad day will never change a supporter for good  ",73.0,3.0,2.1,13.0,en,"It hurts
Hurts bad enough that even though theyll never know someone is supporting them from this country that person was in tears after the elimination
Still I supported Germany
And all the fans out there of Brazil and Argentina and the others good luck 
Will be rooting for them again in 2022 and till death
Oh one thing I forgot to mention I saw Germany win the WC when I was alive at least I will be there to tell the glory of 2014 and the bitter truth of 2018
How many do really get the chance to see the team theyre supporting win the cup
I did And still proud of that no matter the shits you say you cant take away our glory of winning those 4 cups
Ill be there watching it all just let me be at my own for today
ADIOS for now
DieMannschaft
A bad day will never change a supporter for good  ","it hurts
hurts bad enough that even though theyll never know someone is supporting them from this country that person was in tears after the elimination
still i supported germany
and all the fans out there of brazil and argentina and the others good luck 
will be rooting for them again in 2022 and till death
oh one thing i forgot to mention i saw germany win the wc when i was alive at least i will be there to tell the glory of 2014 and the bitter truth of 2018
how many do really get the chance to see the team theyre supporting win the cup
i did and still proud of that no matter the shits you say you cant take away our glory of winning those 4 cups
ill be there watching it all just let me be at my own for today
adios for now
diemannschaft
a bad day will never change a supporter for good  "
148,202,280,280,"Well lights are something
And light trails are just something else 😍
lighttrails firsttry",73.0,3.0,2.1,13.0,en,"Well lights are something
And light trails are just something else 😍
lighttrails firsttry","well lights are something
and light trails are just something else 😍
lighttrails firsttry"
149,203,281,281,"Didnt happen to us mate
Glad that it didnt happen 😍
Stoppage time has become pretty much the obvious scoring time for the teams now I guess 
DieMannschaft
A little note already seen them win a WC while supporting them I think thats enough for a supporter for a lifetime but it feels good when they play like this 💜",73.0,3.0,2.1,13.0,en,"Didnt happen to us mate
Glad that it didnt happen 😍
Stoppage time has become pretty much the obvious scoring time for the teams now I guess 
DieMannschaft
A little note already seen them win a WC while supporting them I think thats enough for a supporter for a lifetime but it feels good when they play like this 💜","didnt happen to us mate
glad that it didnt happen 😍
stoppage time has become pretty much the obvious scoring time for the teams now i guess 
diemannschaft
a little note already seen them win a wc while supporting them i think thats enough for a supporter for a lifetime but it feels good when they play like this 💜"
150,204,282,282,"Saw first half
Guess what
Surprise SURPRISE 
Germany may follow the trend of France Italy and Spain",73.0,3.0,2.1,13.0,en,"Saw first half
Guess what
Surprise SURPRISE 
Germany may follow the trend of France Italy and Spain","saw first half
guess what
surprise surprise 
germany may follow the trend of france italy and spain"
151,205,283,283,"This night view is a stunning beauty from the corridor of South Hall
😍",73.0,3.0,2.1,13.0,en,"This night view is a stunning beauty from the corridor of South Hall
😍","this night view is a stunning beauty from the corridor of south hall
😍"
152,207,285,285,"Brazil fans can sleep now 3
Not the Argentine fans 
They still have to watch Nigeria vs Iceland with a broken heart 🐸",73.0,3.0,2.1,13.0,en,"Brazil fans can sleep now 3
Not the Argentine fans 
They still have to watch Nigeria vs Iceland with a broken heart 🐸","brazil fans can sleep now 3
not the argentine fans 
they still have to watch nigeria vs iceland with a broken heart 🐸"
153,209,287,287,"Dreamers
They never learn
They never learn 3",73.0,3.0,2.1,13.0,en,"Dreamers
They never learn
They never learn 3","dreamers
they never learn
they never learn 3"
154,211,289,289,May his last one be a memorable one ❤️,73.0,3.0,2.1,13.0,en,May his last one be a memorable one ❤️,may his last one be a memorable one ❤️
155,212,290,290,"Kothin chilling at Litons flat 😂😂😂
Tokhon sobai 7up niye khushi chilo  ",73.0,3.0,2.1,13.0,en,"Kothin chilling at Litons flat 😂😂😂
Tokhon sobai 7up niye khushi chilo  ","kothin chilling at litons flat 😂😂😂
tokhon sobai 7up niye khushi chilo  "
156,213,291,291,Thats on point 😂,73.0,3.0,2.1,13.0,en,Thats on point 😂,thats on point 😂
157,215,294,294,This is outrageous 😂,73.0,3.0,2.1,13.0,en,This is outrageous 😂,this is outrageous 😂
158,216,295,295,"That one news 😌
Yakuza O and Kiwami coming to PC 😍
Made my day",73.0,3.0,2.1,13.0,en,"That one news 😌
Yakuza O and Kiwami coming to PC 😍
Made my day","that one news 😌
yakuza o and kiwami coming to pc 😍
made my day"
159,217,296,296,"Has Ubisoft lost it 😑 
It shouldve been named SPARTA instead of Assassins Creed Havent seen any typical Assassins Creed acts no air assassination no leap of faith even no hood I mean wtf
Well cheap weed may do this to anybody 
And the name is UBIshit for a reason
GONNA Successfully kill AC with a single release I guess at least reveal looks like that no standard Assassins Creed material 
So hype khaye laav nai vai Assassins Creed to Ezio Trilogy ar Black Flag porjontoi egula bogus ",73.0,3.0,2.1,13.0,en,"Has Ubisoft lost it 😑 
It shouldve been named SPARTA instead of Assassins Creed Havent seen any typical Assassins Creed acts no air assassination no leap of faith even no hood I mean wtf
Well cheap weed may do this to anybody 
And the name is UBIshit for a reason
GONNA Successfully kill AC with a single release I guess at least reveal looks like that no standard Assassins Creed material 
So hype khaye laav nai vai Assassins Creed to Ezio Trilogy ar Black Flag porjontoi egula bogus ","has ubisoft lost it 😑 
it shouldve been named sparta instead of assassins creed havent seen any typical assassins creed acts no air assassination no leap of faith even no hood i mean wtf
well cheap weed may do this to anybody 
and the name is ubishit for a reason
gonna successfully kill ac with a single release i guess at least reveal looks like that no standard assassins creed material 
so hype khaye laav nai vai assassins creed to ezio trilogy ar black flag porjontoi egula bogus "
160,219,298,298,"Defy EXTREME SPORTS
Starting your study for Management Exam at half past one at night on the exam day and discovering the mammoth syllabus ruling out 2 chapters just because its not extreme enough ",73.0,3.0,2.1,13.0,en,"Defy EXTREME SPORTS
Starting your study for Management Exam at half past one at night on the exam day and discovering the mammoth syllabus ruling out 2 chapters just because its not extreme enough ","defy extreme sports
starting your study for management exam at half past one at night on the exam day and discovering the mammoth syllabus ruling out 2 chapters just because its not extreme enough "
161,220,299,299,"Giving all the credit this one deserves Id still pick Opekkha over this any day 3
This one is also good 3",73.0,3.0,2.1,13.0,en,"Giving all the credit this one deserves Id still pick Opekkha over this any day 3
This one is also good 3","giving all the credit this one deserves id still pick opekkha over this any day 3
this one is also good 3"
